application_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,existing_loans_count,loan_amount,loan_term_months,loan_purpose,region,application_date,approval_status,default_flag
LN102312,43,Male,Married,Not Graduate,Business Owner,54500.0,759.0,1,20000.0,12,Debt Consolidation,South,2023-03-30,Rejected,
LN101109,23,Female,Single,Graduate,Salaried,92100.0,648.0,4,46100.0,60,Personal,Central,2024-09-09,Rejected,
LN101122,33,Male,Married,Post Graduate,Salaried,70800.0,601.0,1,21300.0,36,Personal,East,2023-02-21,Rejected,
LN101975,23,Male,Married,Graduate,Salaried,98400.0,702.0,4,19000.0,60,Auto,East,2023-05-25,Approved,0
LN100609,59,Male,Married,Graduate,Business Owner,53400.0,530.0,3,29900.0,48,Debt Consolidation,West,2023-12-13,Rejected,
LN102507,48,Female,Married,Graduate,Self-Employed,126400.0,709.0,4,81700.0,48,Education,South,2023-01-05,Approved,1
LN102725,48,Female,Single,Post Graduate,Self-Employed,74800.0,681.0,1,35700.0,48,Education,North,2024-06-04,Rejected,
LN101489,43,Female,Divorced,Post Graduate,Salaried,91800.0,678.0,0,20300.0,12,Auto,West,2023-12-09,Rejected,
LN100997,37,Male,Divorced,Graduate,Salaried,61400.0,624.0,3,23000.0,12,Education,Central,2023-07-26,Rejected,
LN100576,62,Male,Single,Graduate,Salaried,28100.0,499.0,2,4600.0,36,Personal,West,2024-05-12,Rejected,
LN102942,55,Female,Married,Graduate,Salaried,60500.0,703.0,0,17100.0,12,Home Improvement,Central,2023-03-08,Rejected,
LN102079,26,Male,Single,Not Graduate,Self-Employed,24400.0,713.0,3,15100.0,36,Debt Consolidation,West,2024-12-05,Rejected,
LN102485,37,Female,Divorced,Not Graduate,Salaried,21200.0,624.0,3,11500.0,36,Business,North,2023-02-02,Rejected,
LN101352,43,Male,Single,Graduate,Salaried,45700.0,426.0,4,15800.0,36,Medical,West,2024-06-07,Rejected,
LN100755,40,Female,Divorced,Graduate,Self-Employed,67100.0,762.0,0,11300.0,36,Education,North,2023-10-24,Approved,0
LN102208,31,Female,Single,Graduate,Salaried,38900.0,655.0,3,10700.0,48,Home Improvement,Central,2023-11-13,Rejected,
LN101734,59,Male,Married,Graduate,Salaried,53400.0,683.0,4,25700.0,48,Home Improvement,East,2024-07-18,Approved,0
LN100639,63,Female,Single,Graduate,Salaried,81500.0,527.0,0,38200.0,12,Debt Consolidation,West,2023-08-28,Rejected,
LN102472,39,Male,Single,Not Graduate,Salaried,63900.0,643.0,1,14000.0,24,Home Improvement,South,2023-01-23,Rejected,
LN100043,36,Male,Married,Graduate,Salaried,24600.0,601.0,0,15500.0,36,Auto,North,2023-03-31,Rejected,
LN100007,52,Male,Married,Post Graduate,Salaried,74100.0,657.0,2,45100.0,36,Personal,North,2023-08-02,Approved,0
LN102508,39,Female,Single,Graduate,Salaried,12000.0,687.0,4,4400.0,12,Business,East,2023-08-28,Rejected,
LN102023,47,Female,Single,Post Graduate,Salaried,63100.0,760.0,0,28600.0,84,Medical,South,2024-08-02,Rejected,
LN100471,57,Female,Married,Post Graduate,Salaried,70600.0,792.0,4,43800.0,36,Debt Consolidation,South,2024-09-29,Approved,0
LN100421,52,Male,Married,Post Graduate,Salaried,99800.0,562.0,4,38600.0,12,Auto,North,2023-05-12,Approved,0
LN102261,65,Male,Single,Post Graduate,Self-Employed,112800.0,583.0,2,31600.0,36,Auto,Central,2024-01-25,Approved,0
LN102512,64,Female,Married,Graduate,Salaried,58500.0,717.0,4,24600.0,24,Education,East,2023-09-17,Rejected,
LN101670,55,Female,Married,Graduate,Business Owner,55800.0,623.0,2,35300.0,24,Business,North,2023-09-30,Rejected,
LN101853,28,Male,Married,Graduate,Salaried,95600.0,501.0,2,22700.0,36,Auto,Central,2024-07-01,Rejected,
LN100905,52,Male,Married,Graduate,Salaried,61900.0,623.0,4,33300.0,84,Home Improvement,West,2023-10-02,Rejected,
LN102854,53,Female,Single,Post Graduate,Salaried,63900.0,759.0,3,9800.0,48,Home Improvement,North,2024-04-12,Approved,0
LN102348,30,Male,Married,Graduate,Salaried,29900.0,676.0,0,18600.0,24,Personal,West,2023-02-15,Approved,0
LN100464,21,Female,Single,Not Graduate,Business Owner,34500.0,619.0,1,8600.0,36,Education,Central,2024-11-17,Rejected,
LN101123,31,Male,Single,Graduate,Salaried,50200.0,820.0,4,20600.0,60,Business,East,2023-05-18,Approved,0
LN101381,33,Male,Married,Graduate,Salaried,56500.0,661.0,3,25800.0,48,Business,South,2024-05-21,Approved,0
LN102396,63,Male,Single,Graduate,Salaried,63000.0,741.0,0,21900.0,24,Medical,West,2024-11-30,Rejected,
LN101945,26,Female,Single,Graduate,Salaried,55600.0,799.0,4,27300.0,36,Home Improvement,East,2024-11-16,Approved,1
LN103143,46,Male,Married,Graduate,Salaried,100500.0,632.0,4,37900.0,36,Education,Central,2023-08-09,Rejected,
LN101450,34,Male,Divorced,Post Graduate,Salaried,93700.0,552.0,1,26200.0,36,Debt Consolidation,East,2024-09-18,Rejected,
LN100065,35,Male,Single,Graduate,Salaried,50200.0,673.0,1,29400.0,60,Auto,South,2024-08-01,Rejected,
LN102471,25,Female,Divorced,Not Graduate,Salaried,53500.0,678.0,4,16700.0,48,Personal,West,2023-10-07,Rejected,
LN100432,58,Male,Married,Post Graduate,Salaried,63300.0,736.0,3,11200.0,36,Personal,South,2023-06-22,Rejected,
LN102616,65,Female,Single,Graduate,Self-Employed,71500.0,497.0,4,32300.0,48,Home Improvement,South,2023-06-21,Rejected,
LN100048,51,Female,Single,Not Graduate,Salaried,63600.0,494.0,3,16800.0,84,Business,West,2023-01-28,Rejected,
LN102643,41,Female,Single,Post Graduate,Salaried,41300.0,650.0,3,13400.0,60,Home Improvement,South,2023-09-11,Approved,0
LN102043,54,Male,Single,Not Graduate,Salaried,46400.0,627.0,1,21900.0,84,Business,West,2023-03-23,Rejected,
LN101906,34,Female,Single,Not Graduate,Business Owner,45900.0,747.0,4,24700.0,48,Debt Consolidation,North,2024-03-02,Approved,0
LN103106,59,Male,Married,Not Graduate,Salaried,80700.0,581.0,2,13200.0,24,Debt Consolidation,North,2023-11-11,Rejected,
LN101869,55,Male,Divorced,Post Graduate,Salaried,63300.0,747.0,0,23600.0,24,Medical,West,2023-09-03,Approved,0
LN101305,51,Female,Widowed,Graduate,Salaried,16200.0,710.0,4,4300.0,36,Home Improvement,South,2023-02-06,Approved,0
LN100828,59,Female,Single,Graduate,Salaried,54700.0,566.0,2,20400.0,12,Medical,Central,2023-10-15,Rejected,
LN102691,48,Male,Widowed,Not Graduate,Business Owner,26600.0,773.0,0,16700.0,36,Personal,West,2024-06-20,Approved,0
LN100129,49,Male,Single,Graduate,Salaried,69000.0,638.0,4,36300.0,48,Debt Consolidation,North,2023-01-18,Rejected,
LN102702,30,Female,Single,Graduate,Salaried,38900.0,721.0,0,19700.0,48,Debt Consolidation,North,2024-01-14,Approved,0
LN101812,51,Female,Married,Not Graduate,Salaried,91500.0,558.0,2,48900.0,24,Education,East,2023-02-28,Rejected,
LN101542,24,Female,Divorced,Graduate,Salaried,86300.0,718.0,4,48800.0,36,Business,South,2023-05-18,Approved,0
LN102055,37,Male,Single,Graduate,Salaried,112600.0,662.0,3,52800.0,36,Auto,East,2023-09-08,Approved,0
LN101781,36,Male,Married,Not Graduate,Salaried,70600.0,626.0,1,13400.0,48,Auto,South,2023-08-11,Rejected,
LN102890,27,Female,Single,Graduate,Self-Employed,93800.0,586.0,2,48900.0,48,Auto,North,2024-02-24,Rejected,
LN100237,40,Female,Single,Not Graduate,Salaried,60800.0,557.0,4,13700.0,36,Business,Central,2024-12-23,Rejected,
LN101914,35,Female,Married,Graduate,Salaried,101800.0,762.0,2,57200.0,24,Personal,Central,2023-06-14,Approved,0
LN102540,34,Male,Married,Post Graduate,Self-Employed,87200.0,698.0,2,30200.0,48,Education,Central,2024-02-05,Approved,1
LN101729,25,Male,Single,Post Graduate,Self-Employed,63300.0,777.0,2,42400.0,84,Auto,North,2023-04-14,Approved,0
LN102414,37,Female,Married,Graduate,Business Owner,75600.0,627.0,2,14100.0,48,Education,South,2023-04-30,Rejected,
LN100522,29,Male,Divorced,Post Graduate,Self-Employed,112200.0,583.0,2,22300.0,36,Business,West,2024-01-29,Rejected,
LN101808,25,Female,Single,Graduate,Business Owner,93600.0,705.0,4,53200.0,24,Personal,South,2024-04-21,Rejected,
LN100054,43,Female,Single,Post Graduate,Self-Employed,81800.0,721.0,3,46100.0,36,Business,West,2024-01-15,Approved,0
LN102764,30,Female,Single,Not Graduate,Business Owner,76500.0,671.0,1,29100.0,36,Personal,West,2024-08-22,Approved,0
LN102873,30,Male,Married,Graduate,Self-Employed,69000.0,749.0,3,19300.0,60,Home Improvement,South,2024-02-19,Approved,0
LN102934,57,Female,Married,Graduate,Business Owner,786100.0,731.0,4,221600.0,48,Auto,East,2023-06-13,Approved,0
LN100382,63,Male,Single,Graduate,Salaried,61900.0,679.0,4,33400.0,48,Medical,Central,2024-08-27,Rejected,
LN102497,60,Female,Single,Not Graduate,Salaried,55400.0,593.0,4,20000.0,36,Business,West,2024-09-07,Rejected,
LN100157,46,Male,Single,Graduate,Salaried,67000.0,616.0,1,39400.0,48,Personal,East,2023-07-18,Rejected,
LN102981,23,Female,Single,Graduate,Business Owner,59400.0,562.0,0,13700.0,24,Business,Central,2024-02-03,Rejected,
LN103021,26,Female,Married,Post Graduate,Salaried,53600.0,732.0,4,26400.0,36,Business,East,2023-10-28,Approved,0
LN101922,58,Male,Married,Not Graduate,Salaried,62300.0,648.0,1,35400.0,12,Personal,South,2024-06-23,Rejected,
LN100835,55,Female,Married,Graduate,Business Owner,42300.0,655.0,2,9100.0,24,Auto,East,2023-06-22,Rejected,
LN103083,31,Female,Married,Not Graduate,Self-Employed,12000.0,657.0,0,4400.0,60,Personal,West,2023-12-16,Rejected,
LN100463,39,Male,Divorced,Post Graduate,Salaried,89900.0,669.0,4,48300.0,36,Home Improvement,South,2024-07-08,Rejected,
LN101849,28,Female,Single,Graduate,Salaried,47600.0,698.0,0,29900.0,36,Medical,North,2024-12-17,Rejected,
LN102882,46,Female,Married,Not Graduate,Salaried,63800.0,677.0,0,14200.0,12,Medical,East,2023-03-25,Rejected,
LN101467,38,Male,Married,Not Graduate,Self-Employed,38200.0,641.0,2,9600.0,12,Business,West,2024-11-30,Rejected,
LN102539,43,Female,Divorced,Post Graduate,Salaried,47800.0,710.0,2,26600.0,36,Home Improvement,South,2023-04-21,Rejected,
LN102146,28,Male,Married,Graduate,Business Owner,85500.0,542.0,3,14400.0,48,Business,East,2023-04-29,Rejected,
LN102486,31,Female,Married,Graduate,Self-Employed,30700.0,559.0,0,7000.0,48,Debt Consolidation,East,2023-09-03,Rejected,
LN102165,62,Female,Married,Post Graduate,Salaried,71400.0,702.0,1,16100.0,12,Business,Central,2024-01-21,Approved,1
LN102390,41,Male,Married,Not Graduate,Salaried,39300.0,583.0,0,25000.0,60,Education,East,2024-09-11,Rejected,
LN100595,57,Female,Married,Not Graduate,Business Owner,71800.0,681.0,4,13400.0,36,Education,North,2024-03-06,Approved,0
LN101085,58,Female,Single,Graduate,Salaried,46500.0,696.0,3,12100.0,60,Home Improvement,North,2024-02-16,Approved,0
LN101753,38,Male,Single,Graduate,Self-Employed,61700.0,724.0,3,26500.0,48,Auto,West,2023-05-15,Rejected,
LN102928,29,Male,Married,Post Graduate,Business Owner,101000.0,582.0,4,26200.0,48,Debt Consolidation,North,2023-04-03,Rejected,
LN101770,36,Male,Married,Graduate,Salaried,90900.0,615.0,1,18300.0,60,Debt Consolidation,East,2023-10-04,Rejected,
LN101902,53,Male,Widowed,Not Graduate,Salaried,30300.0,599.0,0,17100.0,48,Business,Central,2024-05-31,Approved,0
LN101774,55,Female,Married,Not Graduate,Salaried,56500.0,623.0,4,32400.0,36,Debt Consolidation,Central,2023-12-09,Rejected,
LN100367,35,Male,Married,Not Graduate,Business Owner,78300.0,747.0,3,30900.0,36,Home Improvement,West,2023-03-31,Rejected,
LN102743,63,Male,Widowed,Post Graduate,Salaried,87400.0,740.0,4,22200.0,60,Medical,West,2023-11-19,Approved,0
LN101635,45,Male,Married,Graduate,Salaried,15300.0,691.0,1,5700.0,48,Auto,South,2024-09-04,Rejected,
LN102977,61,Male,Divorced,Graduate,Business Owner,77900.0,727.0,2,37300.0,36,Personal,West,2024-07-15,Rejected,
LN100097,51,Female,Married,Not Graduate,Business Owner,61200.0,709.0,3,10700.0,60,Auto,South,2023-08-25,Rejected,
LN101900,45,Male,Single,Graduate,Salaried,47200.0,529.0,3,23000.0,60,Auto,South,2024-07-21,Rejected,
LN102976,43,Female,Single,Graduate,Self-Employed,89200.0,653.0,2,46900.0,36,Medical,North,2023-04-12,Rejected,
LN101561,43,Male,Married,Graduate,Self-Employed,48000.0,644.0,2,14000.0,36,Medical,West,2024-12-08,Rejected,
LN100381,63,Male,Married,Not Graduate,Business Owner,52000.0,641.0,2,25400.0,24,Personal,East,2024-07-18,Rejected,
LN103087,28,Female,Single,Not Graduate,Salaried,69600.0,554.0,1,40000.0,24,Education,Central,2023-08-07,Rejected,
LN101947,62,Female,Married,Graduate,Salaried,33900.0,745.0,1,10000.0,24,Debt Consolidation,Central,2024-12-04,Approved,0
LN100028,45,Male,Married,Post Graduate,Self-Employed,51300.0,639.0,1,18900.0,60,Auto,North,2024-04-24,Approved,0
LN101098,22,Male,Married,Not Graduate,Salaried,62900.0,707.0,1,30000.0,48,Home Improvement,West,2023-06-08,Approved,0
LN100447,64,Female,Single,Not Graduate,Salaried,34700.0,659.0,1,11900.0,36,Business,Central,2023-07-19,Rejected,
LN102417,32,Female,Married,Graduate,Salaried,85500.0,578.0,4,17900.0,36,Auto,South,2023-08-02,Rejected,
LN100820,22,Male,Married,Graduate,Salaried,41300.0,692.0,2,8300.0,36,Home Improvement,East,2023-01-05,Rejected,
LN102701,56,Female,Married,Graduate,Self-Employed,86600.0,517.0,3,37700.0,48,Education,East,2024-07-03,Rejected,
LN102059,39,Male,Single,Post Graduate,Business Owner,89100.0,570.0,3,22100.0,24,Business,East,2024-08-09,Rejected,
LN102287,57,Male,Single,Post Graduate,Salaried,97300.0,615.0,0,53700.0,36,Debt Consolidation,East,2023-03-14,Approved,0
LN101195,49,Female,Single,Graduate,Salaried,94700.0,621.0,2,45000.0,60,Personal,North,2024-11-10,Rejected,
LN102704,24,Male,Married,Graduate,Salaried,90000.0,602.0,2,19600.0,12,Auto,North,2024-01-19,Rejected,
LN100721,62,Male,Single,Graduate,Self-Employed,54300.0,756.0,0,15000.0,48,Personal,Central,2024-08-07,Approved,0
LN101291,59,Female,Single,Post Graduate,Salaried,53200.0,726.0,2,12900.0,48,Auto,North,2024-05-17,Approved,0
LN102973,65,Male,Widowed,Graduate,Self-Employed,12000.0,804.0,3,6900.0,36,Debt Consolidation,West,2024-08-15,Approved,0
LN102072,39,Male,Married,Graduate,Business Owner,82400.0,642.0,2,41100.0,36,Home Improvement,Central,2023-01-17,Rejected,
LN101868,22,Male,Single,Graduate,Salaried,32700.0,765.0,1,12300.0,48,Debt Consolidation,East,2023-01-22,Rejected,
LN102551,35,Female,Single,Graduate,Self-Employed,47600.0,652.0,4,10300.0,36,Debt Consolidation,Central,2024-07-02,Approved,0
LN100779,59,Female,Married,Graduate,Business Owner,781400.0,836.0,1,391400.0,48,Home Improvement,North,2024-02-03,Approved,0
LN101721,54,Female,Married,Post Graduate,Salaried,54000.0,601.0,4,22900.0,36,Home Improvement,Central,2024-03-06,Rejected,
LN101023,58,Female,Single,Graduate,Business Owner,62600.0,717.0,0,25400.0,48,Personal,West,2023-05-16,Rejected,
LN100004,40,Male,Married,Not Graduate,Salaried,70500.0,593.0,3,19500.0,36,Business,East,2023-11-12,Rejected,
LN102967,31,Male,Single,Post Graduate,Business Owner,88300.0,650.0,1,26400.0,24,Education,East,2023-06-03,Rejected,
LN101436,40,Female,Married,Graduate,Salaried,51000.0,812.0,2,8400.0,36,Personal,North,2023-01-09,Approved,0
LN103189,58,Female,Divorced,Graduate,Salaried,121500.0,745.0,3,58000.0,60,Debt Consolidation,East,2024-03-07,Approved,0
LN100516,60,Male,Single,Post Graduate,Salaried,92500.0,573.0,4,54400.0,48,Auto,Central,2023-03-07,Rejected,
LN101915,44,Female,Divorced,Graduate,Business Owner,39700.0,736.0,2,12300.0,48,Business,South,2024-08-25,Rejected,
LN102608,44,Female,Married,Post Graduate,Salaried,52400.0,675.0,2,31900.0,84,Auto,East,2024-05-31,Approved,0
LN102906,49,Male,Single,Not Graduate,Business Owner,95800.0,608.0,0,40600.0,60,Home Improvement,East,2024-07-17,Approved,0
LN100350,44,Female,Married,Post Graduate,Salaried,81600.0,537.0,0,45700.0,24,Debt Consolidation,East,2024-06-13,Rejected,
LN101327,24,Female,Single,Graduate,Salaried,59400.0,694.0,4,35700.0,24,Education,East,2024-11-25,Rejected,
LN102720,49,Female,Single,Graduate,Business Owner,67600.0,627.0,3,36800.0,84,Home Improvement,North,2023-10-27,Rejected,
LN101242,64,Female,Married,Graduate,Self-Employed,74100.0,521.0,3,30300.0,36,Auto,East,2023-08-25,Rejected,
LN100660,28,Female,Married,Graduate,Salaried,24500.0,674.0,1,13600.0,36,Home Improvement,Central,2024-06-14,Rejected,
LN102918,59,Female,Married,Post Graduate,Self-Employed,84300.0,564.0,0,23800.0,48,Auto,West,2023-02-05,Rejected,
LN102531,57,Female,Divorced,Graduate,Self-Employed,47900.0,702.0,0,29500.0,24,Home Improvement,East,2024-11-16,Rejected,
LN100899,48,Female,Single,Graduate,Salaried,55100.0,585.0,2,27100.0,60,Business,North,2024-09-29,Approved,0
LN101657,60,Male,Married,Graduate,Salaried,48100.0,686.0,3,27800.0,60,Home Improvement,South,2024-12-21,Approved,0
LN102289,39,Male,Single,Graduate,Salaried,60600.0,702.0,1,10400.0,24,Personal,South,2024-06-02,Approved,0
LN100158,43,Female,Single,Graduate,Salaried,39200.0,622.0,3,16200.0,12,Personal,North,2024-04-14,Rejected,
LN100383,31,Male,Married,Graduate,Salaried,87000.0,681.0,4,40100.0,24,Debt Consolidation,West,2024-10-20,Rejected,
LN102247,28,Female,Single,Graduate,Salaried,62200.0,618.0,2,11500.0,12,Debt Consolidation,South,2023-03-15,Rejected,
LN100140,65,Male,Divorced,Graduate,Salaried,63800.0,615.0,3,26400.0,48,Personal,East,2023-11-07,Rejected,
LN100465,64,Female,Single,Not Graduate,Self-Employed,28700.0,635.0,4,13200.0,84,Auto,West,2024-03-28,Rejected,
LN102364,55,Male,Divorced,Graduate,Self-Employed,56600.0,595.0,2,28800.0,36,Business,South,2023-10-09,Rejected,
LN101338,55,Male,Married,Not Graduate,Business Owner,77400.0,676.0,1,40500.0,12,Business,Central,2024-12-23,Rejected,
LN100299,21,Male,Divorced,Graduate,Salaried,80900.0,665.0,0,32200.0,12,Business,Central,2024-01-04,Rejected,
LN102030,46,Male,Married,Not Graduate,Self-Employed,39900.0,574.0,1,20000.0,60,Business,East,2023-10-08,Rejected,
LN100397,29,Male,Single,Not Graduate,Self-Employed,58000.0,734.0,1,33300.0,36,Business,East,2024-06-12,Approved,0
LN100934,40,Female,Single,Post Graduate,Business Owner,113500.0,653.0,3,67100.0,48,Home Improvement,West,2024-01-01,Rejected,
LN102492,62,Female,Married,Post Graduate,Salaried,86900.0,616.0,1,32300.0,48,Personal,South,2023-11-14,Approved,0
LN102111,51,Female,Married,Graduate,Self-Employed,74300.0,729.0,2,45800.0,36,Home Improvement,South,2024-02-15,Approved,0
LN102217,65,Male,Single,Graduate,Salaried,107400.0,592.0,4,35900.0,12,Medical,South,2023-02-20,Rejected,
LN101033,35,Female,Married,Post Graduate,Salaried,86400.0,720.0,4,21700.0,12,Auto,South,2024-02-24,Approved,0
LN101539,48,Male,Married,Graduate,Business Owner,37600.0,607.0,4,22100.0,12,Personal,South,2023-04-01,Rejected,
LN102558,22,Female,Single,Post Graduate,Salaried,21100.0,632.0,0,3600.0,48,Education,North,2024-06-20,Approved,0
LN101302,52,Male,Divorced,Graduate,Salaried,45700.0,743.0,3,11900.0,60,Education,East,2023-09-18,Approved,0
LN101048,51,Female,Single,Post Graduate,Self-Employed,116200.0,663.0,4,27600.0,36,Home Improvement,North,2024-11-12,Approved,0
LN102515,57,Male,Single,Graduate,Salaried,67900.0,723.0,2,19700.0,12,Debt Consolidation,East,2023-10-31,Approved,0
LN102658,51,Female,Single,Graduate,Self-Employed,77500.0,699.0,3,38400.0,60,Home Improvement,East,2023-03-15,Approved,0
LN100846,28,Male,Married,Post Graduate,Salaried,73300.0,708.0,1,22100.0,24,Auto,North,2024-03-14,Approved,0
LN100251,43,Female,Married,Graduate,Salaried,928900.0,719.0,0,356200.0,36,Auto,West,2024-02-25,Approved,1
LN102320,25,Male,Married,Post Graduate,Salaried,94600.0,698.0,3,14500.0,60,Education,South,2024-09-16,Approved,0
LN102199,28,Male,Married,Post Graduate,Salaried,80600.0,598.0,3,15500.0,24,Education,East,2023-02-03,Rejected,
LN100806,45,Female,Single,Graduate,Salaried,59500.0,599.0,2,30500.0,24,Debt Consolidation,Central,2024-11-09,Rejected,
LN102534,57,Female,Married,Graduate,Business Owner,50800.0,630.0,3,29600.0,48,Home Improvement,Central,2023-09-23,Rejected,
LN100715,56,Male,Widowed,Graduate,Business Owner,45900.0,628.0,1,17800.0,24,Auto,East,2023-06-07,Rejected,
LN100336,64,Female,Single,Post Graduate,Self-Employed,69900.0,701.0,4,22500.0,36,Home Improvement,Central,2024-06-01,Rejected,
LN101224,39,Female,Divorced,Graduate,Salaried,72000.0,650.0,0,43700.0,60,Medical,South,2023-12-10,Approved,0
LN100987,35,Male,Married,Post Graduate,Salaried,91900.0,586.0,2,41200.0,36,Debt Consolidation,Central,2023-08-02,Rejected,
LN102056,54,Male,Single,Graduate,Self-Employed,88500.0,767.0,1,52200.0,36,Debt Consolidation,North,2023-05-13,Approved,0
LN100195,24,Male,Single,Not Graduate,Self-Employed,60600.0,677.0,1,10200.0,12,Business,North,2024-08-24,Approved,0
LN102195,57,Female,Divorced,Post Graduate,Business Owner,47000.0,588.0,2,21800.0,48,Business,Central,2023-10-27,Approved,0
